corp_code,corp_name,Audit Committee,Audit Committee ODs,Inside Directors,Outside Directors,Other Non-Exec Directors,Auditors,Female Voting,Male Voting,Voting Directors,Non Registered,Total Assets (2024),Total Assets (2023),Total Assets (2022),rcept_no
126566,한화에어로스페이스,3,3,3,4,0,0,1,6,7,111,43336873685473.0,19542899925708.0,15151828043299.0,20250317000990
126779,삼아알미늄,0,0,2,2,4,0,0,8,8,8,436163754728.0,404298806447.0,288153289588.0,20250313001287
126937,삼양홀딩스,4,4,3,4,0,0,0,7,7,12,5290507469287.0,5154457321588.0,4547780622106.0,20250320000941
126955,삼양식품,3,3,4,4,0,0,2,6,8,11,1594782196967.0,1170302770895.0,924929490964.0,20250318001186
127042,삼양통상,3,3,3,3,0,0,0,6,6,0,454131400837.0,454751843435.0,457536775769.0,20250321001357
127158,씨아이테크,0,0,5,2,0,1,0,7,7,0,91803642408.0,90579937958.0,94190035332.0,20250321000753
127167,삼영무역,3,3,1,3,0,0,1,3,4,5,728709407076.0,675612520563.0,624208062873.0,20250318000675
127200,삼영전자공업,0,0,6,2,0,1,0,8,8,0,557296058316.0,544042879787.0,543607709814.0,20250320001464
127255,삼영,0,0,3,2,0,0,0,5,5,0,136049880807.0,132156558539.0,135833316129.0,20250320000750
127802,삼익THK,3,3,4,3,2,0,1,8,9,1,463599405877.0,473605961393.0,444027583867.0,20250313001328
127857,삼익악기,0,0,3,1,0,0,0,4,4,0,524982806967.0,534158280214.0,521558832964.0,20250710000455
128032,삼일제약,0,0,3,3,0,0,0,6,6,6,395071163939.0,370680097036.0,356700496639.0,20250328001724
128227,삼정펄프,0,0,2,1,0,1,0,3,3,0,298459252351.0,245334463702.0,232663818640.0,20250327001293
128412,삼진제약,3,3,5,3,0,0,2,6,8,19,425166281599.0,419901236797.0,406556944095.0,20250313001200
128555,삼천리,3,3,2,3,0,2,1,4,5,30,4518198223654.0,4432766185103.0,5021952466150.0,20250313000950
128980,삼호개발,0,0,3,1,0,1,0,4,4,9,345696628502.0,328385015731.0,282392862209.0,20250317000096
129013,CJ씨푸드,0,0,3,1,0,1,0,4,4,1,173079219891.0,168208968603.0,143409086635.0,20250317000808
129235,삼화왕관,0,0,2,1,0,2,0,3,3,6,203950424754.0,201158073368.0,222783556966.0,20250320000947
129271,삼화전기,0,0,5,2,1,2,0,8,8,3,173158472097.0,139238488628.0,139115269782.0,20250313000817
129280,삼화전자공업,0,0,3,1,0,1,0,4,4,0,70192709528.0,73014231901.0,68742292985.0,20250313000955
129350,삼화콘덴서공업,0,0,6,2,0,1,0,8,8,8,328114248167.0,308031065017.0,287453832625.0,20250313000953
129387,삼화페인트공업,0,0,3,2,0,1,0,5,5,0,619315087530.0,590613614037.0,587186274133.0,20250312000816
129420,까뮤이앤씨,3,3,3,3,0,0,0,6,6,2,276541274780.0,255548356312.0,195489393903.0,20250321001470
129509,한익스프레스,0,0,2,1,0,1,0,3,3,5,400183680273.0,427530518024.0,407946966305.0,20250319000814
129554,갤럭시아에스엠,0,0,1,1,2,1,0,4,4,1,69828890819.0,90043246014.0,57863011528.0,20250320001142
129642,상신브레이크,3,3,3,3,0,0,0,6,6,15,591078392906.0,564873378508.0,544569685947.0,20250314001195
129679,녹십자,3,3,3,4,0,0,1,6,7,22,2743875851979.0,2643313917487.0,2525537081269.0,20250318001288
129989,코스모신소재,3,3,4,3,0,0,0,7,7,10,784541943950.0,672673343828.0,451321116581.0,20250314000812
130091,샘표,0,0,2,1,0,1,0,3,3,0,479780920010.0,474583602862.0,465919907060.0,20250314000972
130684,서울도시가스,3,3,4,3,0,0,0,7,7,9,1765962363102.0,1777219780282.0,1871342447045.0,20250703000161
130772,SBS,0,0,2,4,0,0,0,6,6,4,1512366601922.0,1346398451632.0,1407888696660.0,20250320001108
130879,서울식품공업,0,0,4,2,2,1,1,7,8,1,66307712853.0,70814890787.0,70853362024.0,20250320000850
131054,유진증권,3,3,2,2,0,1,0,4,4,26,9646708149349.0,8699332043240.0,8076408298781.0,20250318000789
131197,서원,0,0,2,1,0,1,0,3,3,5,981647961482.0,246997268553.0,266232857341.0,20250320001156
131692,서흥,0,0,3,1,0,0,0,4,4,22,1017698965497.0,993737055884.0,926418535898.0,20250320000847
131780,SK네트웍스,3,3,2,4,1,0,1,6,7,0,5157129000000.0,9110359000000.0,9499259000000.0,20250318000975
131832,SK디스커버리,4,4,4,4,0,0,1,7,8,16,15077692130416.0,12250710294978.0,11780098492498.0,20250318001277
131850,SK증권,3,3,4,6,1,1,2,9,11,66,6109295395638.0,6449093771600.0,6464840829921.0,20250319001113
131939,선도전기,0,0,2,3,0,1,0,5,5,0,86471435747.0,92323070165.0,113976352843.0,20250321001723
132211,SUN&L,0,0,3,1,0,1,0,4,4,4,502781287038.0,628100647252.0,524434319704.0,20250321001205
132354,쿠쿠홀딩스,3,3,1,3,1,0,0,5,5,3,1369865450719.0,1248108717577.0,1149528707692.0,20250317000970
132628,성문전자,0,0,3,1,0,0,0,4,4,1,75426856694.0,60912720397.0,57241315662.0,20250320000385
132637,동원시스템즈,0,0,2,1,0,1,0,3,3,17,1552612232456.0,1535857779602.0,1451669982270.0,20250318000868
132725,SB성보,0,0,3,3,0,0,2,4,6,2,216746717512.0,165627371912.0,170785287337.0,20250318000798
132804,성신양회,0,0,2,3,0,0,0,5,5,15,1366487636273.0,1310199052559.0,1187583002030.0,20250312000954
132868,성안머티리얼스,0,0,3,1,0,1,0,4,4,0,116893023052.0,128439236485.0,123872501880.0,20250320000581
133335,성창기업지주,0,0,2,1,0,1,0,3,3,5,719893318041.0,769067174916.0,820314254965.0,20250317000553
133511,SG세계물산,0,0,2,1,0,1,0,3,3,4,308253370839.0,303534566762.0,303815670161.0,20250318000626
133618,세기상사,0,0,3,2,0,1,0,5,5,0,50104587055.0,50999114290.0,51641840702.0,20250318000783
133706,한국제지,0,0,3,1,0,1,0,4,4,0,755097664409.0,736849822539.0,670596098546.0,20250314001620
133812,세방,3,3,4,3,0,0,0,7,7,6,1480281617589.0,1345241646591.0,1280973786600.0,20250318000667
133858,세방전지,3,3,4,3,1,0,0,8,8,0,2094117786877.0,1840970162003.0,1676981981164.0,20250312000986
133991,세아특수강,0,0,3,1,0,1,0,4,4,10,690146270816.0,693805240728.0,690192115483.0,20250314001717
134176,세우글로벌,0,0,4,2,0,1,1,5,6,0,56576212583.0,54508701606.0,49888720541.0,20250321001830
134316,세원정공,0,0,3,3,0,0,0,6,6,2,725562845976.0,674081857072.0,628831844307.0,20241122000438
134477,SNT다이내믹스,0,0,3,1,0,1,0,4,4,0,1034086066876.0,1056904317494.0,930994305130.0,20250220001259
134510,SJG세종,0,0,4,2,0,1,0,6,6,25,1240617966721.0,1151805423714.0,1149427317637.0,20250317000672
134565,이스타코,0,0,2,1,0,1,1,2,3,2,77931992229.0,79504419607.0,79791361051.0,20250320000234
134723,페이퍼코리아,0,0,2,1,1,1,0,4,4,3,490046182315.0,491668368146.0,501830145462.0,20250320001403
134963,송원산업,0,0,3,1,0,1,0,4,4,10,1180193000000.0,1089744000000.0,1217311000000.0,20250311000263
135050,팜젠사이언스,0,0,6,2,0,0,1,7,8,0,363450447280.0,342007721613.0,322591204143.0,20250321000584
135111,수산세보틱스,3,3,3,3,1,0,1,6,7,13,237238550555.0,263117529522.0,261731135173.0,20250321001765
135777,신대양제지,3,3,6,3,0,0,3,6,9,2,875922548735.0,876212192768.0,884529889834.0,20250320001290
135795,신도리코,3,3,2,3,0,0,0,5,5,5,1143580683305.0,1078782998517.0,1038493447520.0,20250715000025
135917,한화손해보험,3,3,3,4,0,0,1,6,7,36,19834160583099.0,18115263746011.0,17173511589408.0,20250331003267
135962,신라교역,0,0,3,1,0,1,0,4,4,0,764717279119.0,748620183007.0,716401497952.0,20250515002241
136086,무림페이퍼,3,3,2,3,0,0,0,5,5,7,2482701674586.0,2392625541633.0,2429133745988.0,20250317000368
136271,신성이엔지,0,0,3,3,0,0,2,4,6,0,605269638823.0,587747541244.0,577555245278.0,20250318001079
136341,신성통상,0,0,2,1,0,1,0,3,3,32,1162642752327.0,1068743768230.0,1022207108798.0,20240919000331
136378,신세계,3,3,3,4,0,0,1,6,7,0,15071774121951.0,14751983355128.0,14348412322688.0,20250312001128
136402,신송홀딩스,0,0,2,1,0,2,0,3,3,1,254881524377.0,242937272679.0,242350721393.0,20250318001436
136457,SH에너지화학,0,0,2,3,1,0,1,5,6,3,110375913378.0,120793105133.0,124160292131.0,20250320000777
136624,신영와코루,0,0,5,3,0,2,0,8,8,1,404169290573.0,401719803161.0,425804458911.0,20250313000876
136721,신영증권,3,3,4,3,0,2,0,7,7,30,10609935089040.0,10198800404537.0,11085013453233.0,20240612000337
136776,제이준코스메틱,0,0,3,2,0,1,1,4,5,0,38915573941.0,48355454222.0,48387026626.0,20250319000718
136864,신원,0,0,5,2,0,2,0,7,7,21,628902089244.0,545009762942.0,510124893723.0,20250328001269
137207,유니켐,0,0,4,2,0,2,0,6,6,7,186320012345.0,219549496423.0,434878230535.0,20250807000215
137252,사조동아원,0,0,4,3,1,0,0,8,8,5,455306449952.0,448802368727.0,481673723451.0,20250312000522
137359,신풍제약,0,0,2,4,0,0,0,6,6,7,342092805074.0,350083639799.0,361536058296.0,20250320000996
137368,신풍,0,0,2,1,0,1,0,3,3,1,75317579119.0,104190908681.0,112417896625.0,20250320000149
137809,SHD,0,0,2,2,0,0,1,3,4,0,81970747264.0,84766158128.0,88291972478.0,20250318000112
137997,현대차증권,3,3,1,3,0,1,1,3,4,28,11991996000000.0,11585257000000.0,10233054000000.0,20250320001241
138057,써니전자,0,0,3,1,0,1,0,4,4,2,85143471743.0,82497512373.0,76509689752.0,20250317000934
138190,GS글로벌,0,0,2,3,3,0,0,8,8,5,1439641460000.0,1401098380000.0,1419412958000.0,20250318001328
138242,KG모빌리티,5,5,4,6,0,0,1,9,10,24,3104452196541.0,2636056902325.0,2001907294250.0,20250318000528
138260,SIMPAC,0,0,3,1,0,0,0,4,4,0,1079604688000.0,1057913470000.0,965098439000.0,20250328001694
138279,S-Oil,4,4,1,6,4,1,2,9,11,58,24451433000000.0,21576123000000.0,19613135000000.0,20250319000503
138297,STX,0,0,1,1,1,1,1,2,3,2,576408000000.0,578680000000.0,741784000000.0,20250320001714
138516,아남전자,0,0,3,1,0,1,0,4,4,7,148788013.0,164226601.0,213647673.0,20250326000254
138701,아세아,0,0,4,2,0,1,1,5,6,1,3334279155000.0,3272086007000.0,3182375948000.0,20250312000788
138729,아세아제지,0,0,5,2,0,1,1,6,7,12,1026484518181.0,1048177764841.0,1034948261694.0,20250312000916
138792,아시아나항공,4,4,2,4,0,1,1,5,6,28,13449903474132.0,13016745781139.0,13455341411799.0,20250318000756
139214,삼성화재해상보험,4,4,3,4,0,1,2,5,7,58,87269492540789.0,85019029989421.0,80796010435039.0,20250328001868
139454,애경산업,3,3,4,3,1,0,0,8,8,7,499351468105.0,482372595474.0,482639615354.0,20250314001008
139764,에넥스,0,0,3,1,0,1,0,4,4,1,142489241515.0,144034594170.0,128080156342.0,20250318001112
139834,LG씨엔에스,4,4,1,4,2,0,1,6,7,48,4504507763000.0,4040679600000.0,3865135143000.0,20250311001270
139889,SKC,3,3,2,4,1,1,2,5,7,17,6748678536179.0,7032322131682.0,6393092564908.0,20250318001448
140131,키다리스튜디오,0,0,2,1,1,1,0,4,4,7,330388215837.0,345048625403.0,377747851000.0,20250319000526
140168,HS애드,3,2,2,2,2,0,2,4,6,11,553072913927.0,547772703203.0,542150546103.0,20250311001196
140177,GS리테일,3,3,2,4,1,0,1,6,7,0,7581643378910.0,10042015942614.0,9832423124845.0,20250312000991
140779,영보화학,0,0,3,2,0,1,0,5,5,3,202580696056.0,179035625324.0,180449397115.0,20250312000962
140946,한솔로지스틱스,3,2,4,2,1,0,0,7,7,1,267994725160.0,245120386642.0,274496248985.0,20250311001053
140955,한솔케미칼,3,3,3,3,0,0,1,5,6,7,1464678817159.0,1350979663141.0,1253310602636.0,20250310000865
140964,영원무역홀딩스,0,0,3,2,0,1,2,3,5,5,6576715632460.0,6379343146101.0,5490219711184.0,20250321001884
141149,영진약품,0,0,1,3,0,0,0,4,4,5,234257972953.0,226600824188.0,203082817375.0,20250320001017
141273,웰바이오텍,0,0,3,2,0,1,0,5,5,2,31947619834.0,60240632361.0,59285485269.0,20250328001159
141307,영풍,3,3,2,4,0,1,1,5,6,29,5701707714763.0,5568116970055.0,5871933652466.0,20250401003228
141404,영풍제지,0,0,5,3,0,1,1,7,8,0,179264755471.0,199916289283.0,203670379646.0,20250411003513
141413,영화금속,0,0,2,3,0,0,0,5,5,9,216774804117.0,210002658451.0,220738936358.0,20250318000559
141477,영흥,3,3,3,3,0,0,1,5,6,5,513396101480.0,544102827133.0,535684495341.0,20250328001676
141529,오뚜기,3,3,3,4,0,0,1,6,7,6,3597403088294.0,3496482529068.0,3569760859068.0,20250318000979
141626,오리엔트바이오,0,0,3,1,0,1,1,3,4,5,96987787340.0,81050220067.0,104952008521.0,20240620000211
141875,사조오양,3,3,2,5,1,0,0,8,8,5,415195461349.0,346240176563.0,343207955095.0,20250703000352
142661,우성,0,0,4,3,0,0,0,7,7,2,430591478194.0,425327563943.0,401969273009.0,20250313001232
142865,WISCOM,3,3,3,3,0,0,0,6,6,2,100192777916.0,122990006604.0,128503266423.0,20250320000660
142883,우신시스템,0,0,3,1,0,1,0,4,4,0,433752930051.0,380460470089.0,282515715608.0,20250318000772
143262,우진아이엔에스,0,0,2,2,0,1,0,4,4,7,91715586046.0,113497686732.0,111631385016.0,20250711000031
143314,에이엔피,0,0,3,1,0,1,2,2,4,4,93502192138.0,95035399315.0,106799190000.0,20250321001897
143527,경동인베스트,0,0,2,1,1,1,0,4,4,1,616320126682.0,606915246461.0,586813597619.0,20250320001376
143651,웅진,0,0,4,2,0,1,0,6,6,0,970970804269.0,1027078032335.0,1094417787764.0,20250320001474
143794,원림,0,0,2,1,0,1,0,3,3,2,185004142765.0,174969478824.0,169931826485.0,20250321000993
144164,SK가스,3,3,2,4,1,0,1,6,7,35,7539621970135.0,6081811411173.0,5831776891571.0,20250312000964
144252,유니온,0,0,3,1,0,0,0,4,4,2,305473764776.0,382846276957.0,376111723330.0,20250320001552
144395,동서,0,0,3,1,0,2,0,4,4,12,1779146551075.0,1694019807604.0,1627852719302.0,20250313000532
144720,와이투솔루션,0,0,2,2,0,0,0,4,4,8,124993372131.0,124121630726.0,126606991323.0,20250319001127
144818,유유제약,0,0,3,3,0,3,0,6,6,12,207687399005.0,198213526767.0,195205072788.0,20250319000817
145109,유한양행,3,3,2,4,1,1,1,6,7,31,2942048836634.0,2812305590753.0,2472728072149.0,20250312001137
145163,파미셀,0,0,2,2,1,0,0,5,5,7,99264316559.0,92518752840.0,109647189040.0,20250318000319
145190,유화증권,3,3,6,3,0,0,0,9,9,2,771352960922.0,802953282668.0,689335169513.0,20250311001178
145260,율촌화학,0,0,2,1,0,1,0,3,3,8,655469570993.0,678951066652.0,653136152620.0,20250317000659
145437,아센디오,0,0,3,3,0,1,1,5,6,3,23296368270.0,48534629654.0,73158525417.0,20250321000735
145446,이건산업,0,0,3,1,0,1,0,4,4,0,438748509882.0,443074731432.0,442826933314.0,20250321001836
145464,이구산업,3,3,4,3,0,0,0,7,7,3,329008589068.0,313891617603.0,337212432145.0,20250320000112
145552,이수화학,0,0,3,2,0,1,0,5,5,9,957246232000.0,1093466714000.0,1188076573000.0,20250320001454
145598,이연제약,0,0,2,3,0,0,1,4,5,20,499993817147.0,499775513693.0,484691741651.0,20250801000808
145686,이화산업,3,3,4,3,0,0,0,7,7,4,269760591981.0,265952518844.0,268217246459.0,20250320000337
145862,인천도시가스,0,0,5,2,0,1,0,7,7,1,454680074452.0,443887540909.0,423143581786.0,20250306000367
145880,현대제철,4,4,3,5,0,0,2,6,8,0,34743788025637.0,35218841930044.0,36800955829773.0,20250317000668
146083,일동홀딩스,0,0,4,2,0,2,0,6,6,4,854701442970.0,876999054796.0,862553166894.0,20250318001009
146214,일성아이에스,4,4,4,4,0,0,0,8,8,8,396879751742.0,419189929496.0,498743322746.0,20250414002678
146232,일성건설,0,0,3,1,0,2,0,4,4,9,370420153245.0,409313432509.0,413301997330.0,20250318000930
146269,일신방직,0,0,3,1,0,1,0,4,4,11,1115758897982.0,1059230389580.0,1176745986062.0,20250319000250
146296,일신석재,0,0,3,1,0,1,0,4,4,5,97397658185.0,98302187963.0,116167864087.0,20250320001261
146454,일양약품,0,0,3,3,0,0,0,6,6,0,431211150640.0,392606560430.0,402916432343.0,20250327001173
146542,일정실업,0,0,2,1,0,1,0,3,3,0,33094013588.0,31049304763.0,33565988545.0,20250320001689
146649,일진홀딩스,0,0,2,2,0,1,0,4,4,4,1967342079451.0,1664779334525.0,1586114519184.0,20250328001256
146861,자화전자,0,0,3,1,0,1,0,4,4,8,717683038008.0,692647470965.0,505788674039.0,20250320001727
147222,전방,0,0,3,1,0,0,0,4,4,2,231974001581.0,236979137636.0,304781348634.0,20250320000970
147860,에스엠벡셀,0,0,3,3,0,1,1,5,6,2,105927863551.0,103259018308.0,149581296371.0,20250320001174
148276,제일기획,0,0,3,2,0,1,0,5,5,30,3306550192963.0,2889504607291.0,2751445128079.0,20250311000974
148443,제일파마홀딩스,3,3,4,3,0,0,1,6,7,3,890432937697.0,879996990707.0,865677012176.0,20250317000710
148461,제일연마,3,3,4,3,0,0,0,7,7,2,116092096071.0,106615084744.0,104117875897.0,20250317000206
148522,퍼스텍,0,0,3,1,0,1,0,4,4,12,350454400155.0,265075748454.0,211309947551.0,20250312000567
148540,CJ,3,3,2,3,0,0,1,4,5,0,47496993224000.0,47203762893000.0,48240408307000.0,20250325000721
148610,한화투자증권,3,3,2,3,0,0,2,3,5,29,14018124416878.0,13250183608173.0,12111249518203.0,20250311001013
148832,제주은행,3,2,1,4,1,0,2,4,6,6,7444771000000.0,7162714000000.0,7320304000000.0,20250317000569
148896,OCI홀딩스,4,4,2,4,0,1,2,4,6,15,8093654722000.0,5956551773000.0,6745534254000.0,20250318000381
148920,조광페인트,0,0,2,1,1,1,2,2,4,6,391890614962.0,382807997446.0,386108212060.0,20250318001171
148939,조광피혁,3,3,3,3,0,0,0,6,6,4,618763750169.0,504500385670.0,442034875881.0,20250320000832
148948,조비,0,0,3,1,0,1,1,3,4,4,119924769170.0,118588764533.0,130041760125.0,20250317000781
148984,시알홀딩스,0,0,2,3,1,0,0,6,6,0,1697695581000.0,1621801859000.0,1620442052000.0,20250311001197
148993,하이트진로홀딩스,3,3,2,3,0,0,0,5,5,4,4077443964617.0,3979751148746.0,3945000964667.0,20250320000510
149026,CS홀딩스,3,3,1,3,0,0,2,2,4,0,412586797943.0,383909710687.0,364121570785.0,20250321001425
149239,조일알미늄,1,1,4,3,0,0,0,7,7,0,421666740574.0,390898368641.0,367680590342.0,20250313000809
149345,조흥,0,0,2,1,0,1,1,2,3,2,399122282497.0,394002199996.0,433755476780.0,20250312000526
149354,종근당홀딩스,0,0,1,2,0,2,0,3,3,4,1495801604857.0,1456003650511.0,1376372969554.0,20250318001235
149646,기업은행,0,0,2,3,0,1,1,4,5,15,472219838000000.0,448427279000000.0,431186338000000.0,20250318001325
149655,삼성물산,3,3,4,5,0,0,1,8,9,0,61990426835548.0,66127029212679.0,58981492466950.0,20250321001515
149804,대유에이텍,4,4,4,4,0,0,1,7,8,4,334711356299.0,336026490235.0,1375206765319.0,20250317000599
149947,JW중외제약,3,3,4,3,0,0,0,7,7,20,604598517283.0,645038796101.0,627972755001.0,20250318001192
150244,하이트진로,3,3,2,3,0,1,1,4,5,34,3441538598928.0,3358347205530.0,3333438311387.0,20250320000493
150439,진양산업,0,0,3,1,0,1,0,4,4,2,95965751892.0,90029703398.0,82719954686.0,20250305000675
150633,지누스,3,3,3,3,0,0,0,6,6,0,1192228577713.0,1041398859450.0,1114820890870.0,20250325000522
150828,진흥기업,0,0,3,1,0,1,0,4,4,7,543584682937.0,574331455413.0,451746878881.0,20250331002970
151128,모토닉,0,0,2,2,1,1,1,4,5,8,499377343872.0,480202443379.0,464094161172.0,20250313000748
151298,DSR제강,3,3,5,3,0,0,0,8,8,3,224685346928.0,262988106907.0,259398156922.0,20250226005968
151368,인터지스,3,3,2,3,0,0,0,5,5,6,470981724710.0,428501449457.0,433167237634.0,20250317000861
151395,천일고속,0,0,3,1,0,0,0,4,4,3,53502532108.0,54742622180.0,54845658330.0,20250320001184
152039,SG글로벌,0,0,3,1,0,1,0,4,4,4,199881677024.0,198246797314.0,185935448420.0,20250319000355
152385,에이프로젠,0,0,2,2,0,1,1,3,4,0,609968261404.0,594427762667.0,599853281741.0,20250321001573
152686,코리아써키트,0,0,3,1,0,1,0,4,4,34,1255382149192.0,1236457010706.0,1293448547101.0,20250320001351
152729,광전자,0,0,2,1,0,1,0,3,3,0,260831921228.0,251180472123.0,247855306698.0,20250320000952
152862,코오롱,0,0,4,2,0,1,1,5,6,8,7040484502325.0,5231418956586.0,4659039217791.0,20250318001402
152880,코오롱글로벌,3,3,5,5,0,0,0,10,10,25,2719945901907.0,2571300487925.0,2834147586184.0,20250324000768
153126,크라운해태홀딩스,0,0,3,1,0,0,1,3,4,3,1180815137965.0,1155786931774.0,1153770087447.0,20250320000950
153339,태경산업,0,0,3,1,0,3,1,3,4,6,684731194390.0,635637932457.0,625038862557.0,20250321000898
153393,태광산업,4,4,3,4,0,1,1,6,7,22,4722277800717.0,4738292443387.0,4820743827583.0,20250403001277
153524,태림포장,0,0,2,1,0,0,0,3,3,13,711994053000.0,715955958000.0,651217775000.0,20250327000507
153621,참엔지니어링,0,0,1,1,1,0,0,3,3,9,664305023249.0,678200011160.0,739665588573.0,20250318000654
153755,태양금속공업,3,3,2,3,0,0,0,5,5,0,528140837268.0,499119799811.0,490987940831.0,20250317000712
153861,태영건설,3,3,2,3,0,0,1,4,5,25,4323923757006.0,4640488559862.0,4625724843660.0,20250319000934
154055,태원물산,3,2,3,2,1,0,0,6,6,1,53539770506.0,37386713995.0,34948504183.0,20250320001049
154329,TP,0,0,3,1,0,1,2,2,4,5,752330379026.0,686463960698.0,721226342857.0,20250319000833
154426,아이에이치큐,0,0,4,2,1,1,0,7,7,10,140860365620.0,151653101094.0,246320129412.0,20250321000838
154462,아모레퍼시픽홀딩스,3,3,3,4,0,0,1,6,7,3,8540521424208.0,7631430777862.0,7651003801454.0,20250317000463
155124,평화홀딩스,3,3,4,3,0,0,0,7,7,7,533421606621.0,560931482078.0,558370415231.0,20250317000760
155212,포스코DX,0,0,2,2,1,1,0,5,5,9,892453016139.0,889807220460.0,851593785984.0,20250314001261
155258,포스코스틸리온,0,0,2,1,1,1,0,4,4,5,556803723173.0,552186389117.0,554542143288.0,20250408001924
155276,포스코퓨처엠,3,3,2,5,1,0,1,7,8,0,7932459834018.0,6334593297871.0,4637476140189.0,20250314000603
155319,POSCO홀딩스,3,3,4,6,0,0,1,9,10,0,103404198997805.0,100945394185079.0,98406780635254.0,20250312001016
155355,풀무원,4,4,2,8,1,0,3,8,11,21,2331157705861.0,2156789583390.0,2049217755236.0,20250318001312
155531,풍산홀딩스,0,0,4,2,0,1,0,6,6,7,1319133193077.0,1194251204655.0,1142781392226.0,20250313001387
156150,엑시큐어하이트론,0,0,6,3,1,1,2,8,10,0,79518283268.0,27560402485.0,6882778623.0,20250321001008
156354,지엠비코리아,3,3,3,3,0,0,0,6,6,0,630543293190.0,579056069012.0,550819602976.0,20250321001687
156488,휴스틸,3,3,3,3,1,0,0,7,7,9,1431265670359.0,1325993300470.0,1206373632049.0,20250318001178
156691,한국공항,0,0,2,2,0,1,0,4,4,9,502537029335.0,476851540431.0,421095042761.0,20250318000741
156859,다올투자증권,6,5,4,5,0,0,1,8,9,0,9603169769789.0,9211837352163.0,9503703776447.0,20250317000595
157070,한국단자공업,0,0,3,1,0,1,0,4,4,0,1564250855000.0,1425051765000.0,1289776454000.0,20250320000091
157104,대동전자,3,3,2,3,0,0,0,5,5,0,272101858567.0,259178930468.0,218759361890.0,20240618000424
157399,한솔테크닉스,3,3,4,3,0,0,0,7,7,4,880015173790.0,954035007249.0,1071921900693.0,20250311001184
157681,롯데정밀화학,4,4,3,4,0,0,2,5,7,13,2713850667217.0,2682930419573.0,2709845870581.0,20250327000664
157991,한국석유공업,0,0,3,1,0,1,0,4,4,10,384404536002.0,353982211636.0,347065524190.0,20250320000921
158112,한국수출포장공업,0,0,3,1,0,1,0,4,4,0,351203466132.0,357003990077.0,345521340104.0,20250312000675
