rcept_no,Corp Code,Total Assets (2024),Total Assets (2023),Total Assets (2022)
20250318001174,00225706,325323614449,255836393033,252942118072
20250328001704,00557508,616232394204,639368283536,609513166650
20250321001840,00681142,126894720950,143820156106,167746018396
20250320000945,00173795,141427657791,140331352601,140622549545
20250317000808,00129013,173079219891,168208968603,143409086635
20250715000025,00135795,1143580683305,1078782998517,1038493447520
20250321001829,00161125,10620252377496,9244404434130,9098783327544
20250318000756,00138792,13449903474132,13016745781139,13455341411799
20250317000731,00651901,1417585685197,1358083334270,1227883087659
20250326000618,00121039,257987686198,236548793649,230449822959
20250318000747,00159193,246807795000000,239714965000000,234804994000000
20250313001099,00105271,13108550142754,13353471078397,13118486307658
20250319000952,01384787,803831909889,203918102465,91904189243
20250321001284,00124090,550648594083,560997435417,547808387659
20250317000708,00124197,5555573758508,4340755996109,3572067658664
20250725000507,00367844,1305235716477,1569164880846,1952688130478
20250509000499,01194689,1152227968481,656618146496,519815758191
20250320001309,01205851,3795545096460,2910160077690,2435030170738
20250317000697,01236897,525699687066,487326297597,456891539429
20250314001630,00111704,17843809161295,13944772692394,12235665304876
20250318001293,00260408,1149384209788,1119229511779,1223174230326
20250321000702,00365989,1017716442164,1004928193150,868285864187
20250311001270,00139834,4504507763000,4040679600000,3865135143000
20250317000508,00362238,765377954903,782722786559,793759627507
,00362441,,,
20250320000981,00422895,576374088374,584799203503,573569548297
20250318000897,01390344,19390946750000,17133618109000,16289398053000
20250318001013,00102432,2941317715233,2726892636022,2560028661008
20250314001464,01480780,654595069924,660449117491,695374934490
20250312001090,00125150,3436299886778,2967510633959,3054362176494
20250319000833,00154329,752330379026,686463960698,721226342857
20250314001653,00158325,585667200738,493709695212,481091462120
20250325000771,00670340,3609483010970,2869361277711,1784106978440
20250318000822,00372873,469932148859,447609122047,396208069290
20250306000580,00877059,17336296349511,16046197209196,16582050258486
20250317000856,01319899,2843596036892,1852439180084,2141931383550
20250314001765,00102618,192750825652,232056132248,297554555403
20250321001836,00145446,438748509882,443074731432,442826933314
20250321001958,00203290,1291431788085,1289735866717,1269102053314
20250318000167,00753643,36612068110,34134611938,32951331825
20250317000918,00105855,4485197464384,3732891934230,3322804977898
20250310000706,00111421,241011444524,299334914118,304125357471
20250325001056,00113207,2642726208000,1878565100000,1620264871000
20250321001537,00453488,104165712520,106521396855,97847548126
20250319000576,00112378,85272527872,138570416599,149185245583
20250407004328,00469799,100287243339,172159921484,120327643368
20250319000945,00172185,276057373612,258113198377,271152128807
20250317000932,00120571,4372529473212,4257669750821,3695935640310
20250311001085,00126380,514531948000000,455905980000000,448424507000000
,00126566,,,
20250317000096,00128980,345696628502,328385015731,282392862209
20250725000806,00165413,34552330375053,33476310224541,26784587810580
20250317000701,00231363,19707730000000,20100605000000,19774800000000
20250317000635,00274933,833687666448,875471406681,903927240057
20250321001474,00303873,3997014314732,3194214710432,3601468386488
20250313001171,00161383,710872366678,723839103741,455432965985
20250317000567,00372129,219236327906,158316498662,142761887718
20250320001381,00117498,264651295308,284857118798,253949338421
20250321001221,00104388,1593312464298,1509561242743,1499093658603
20250320000779,00198697,78894803695,111889654938,117303570494
20250320001537,00111999,583388833683,507998342357,453550065821
20250311000815,01770203,575538213000,438033783000,
20250318001169,00481454,5362836776663,4830981257390,4694985403484
20250402002504,01311408,1290236698738,1104235205797,634913145189
20250317000953,00113410,9743855522383,9357587266747,9693299818264
20250319001113,00131850,6109295395638,6449093771600,6464840829921
20250318000982,00124540,12658456266814,11243136483407,11140353752210
20250317000550,00412597,5175067326608,3432527148806,2782027992185
20250320001573,00791209,156696839751,155304761752,189857328007
20250318000654,00153621,664305023249,678200011160,739665588573
20250321002001,00503668,6125264653217,3815758833285,3012727223129
20250312000970,01316245,6218812921202,4761300218430,4693470608273
20250312000405,01515323,60306791000000,45437144000000,38299445000000
20250401003907,00111810,2720693911174,2359277174097,2158905107252
20250321000310,00159209,946846882988,855008772803,816503301678
20250321001993,00104519,75396030106,91419723256,109959854401
20250317000760,00155124,533421606621,560931482078,558370415231
20250318001223,00244455,13925237000000,12772452000000,12301716000000
20250324000901,00258801,25773028304462,25179968939321,22963544024389
20250328002285,00261443,3953941191414,4393800423903,4437632450781
20250318001057,00349097,1040240740660,1215697591061,1361298311421
20250318000981,00357360,268529324803,268472036704,224809704278
20250318001004,00390055,284491992883,293785061321,312590995328
20250401003870,00427483,1976977110511,1770310792992,1563340613712
20250318000975,00131780,5157129000000,9110359000000,9499259000000
20250312000990,01854763,1143492676338,,
20250312001016,00155319,103404198997805,100945394185079,98406780635254
20250327000664,00157681,2713850667217,2682930419573,2709845870581
20250313000018,00234412,1333123240117,1324069585447,1278681814634
20250312000762,00939687,354076507146,374040833046,381228401577
20250312000711,00108241,3597461570702,3234751426458,3034718535547
20250324000180,00453284,342865917617,326364540917,304973382954
20250321001272,00540641,157734719637,168393915617,165498374153
20250320001609,00684802,479276186298,372854700755,345302037105
20250318000688,00872984,33930639265588,33443865586475,33201721508714
20250314001773,00339391,5724010115718,4483210824746,3945627700263
20250331003380,00113191,13160392022865,12066324170936,11017223863261
20250318000985,00126487,4033253443201,3840524557786,3595118444613
20250317000967,00219486,502933995272,476561497604,482934079721
20250318001144,01568413,2285904738684,2005097998970,1570179025400
,01880801,,,
,00105101,,,
20250317000943,01765256,1835139730494,1710734507031,
20250319000653,01519790,357113314488,328756466141,555404479161
20250318000798,00132725,216746717512,165627371912,170785287337
20250321001572,00137207,186320012345,219549496423,434878230535
20250321001886,00122825,90729786743,76484143419,101183784087
20250321001205,00132211,502781287038,628100647252,524434319704
20250321001415,00122056,488925013884,416240456536,357326202513
20250321001573,00152385,609968261404,594427762667,599853281741
20250318000388,00361008,1413101954226,1136858165266,956230294638
20250317000595,00156859,9603169769789,9211837352163,9503703776447
20250320001095,00103130,336750096820,273648831677,303643329972
20250314001672,00119007,1691457264967,1622970089396,1604057802775
20250314001620,00133706,755097664409,736849822539,670596098546
20250320001403,00134723,490046182315,491668368146,501830145462
20250317000368,00136086,2482701674586,2392625541633,2429133745988
20250320001570,01784394,239026712635,73934283329,
20250321001553,00108038,577610425954,537632854213,527275693474
20250320001093,00113535,4580381441177,4727803814347,4490260111628
20250321001806,00117212,30143063000000,28286809000000,26315353000000
20250320001075,00117337,1316088357178,1099649987596,983550240798
20250710000455,00127857,524982806967,534158280214,521558832964
20250312000333,00102751,287854045821,277915943029,274703527826
20250312001136,00164478,27005385000000,23714495000000,20911708000000
20250321001769,00109754,348281817560,347656027998,337590812772
20250318000979,00141529,3597403088294,3496482529068,3569760859068
20250320000926,00168331,174112948051,175919906868,175008166225
20250318000693,00878915,94148635110781,93359783776425,89983920399637
20250310000646,00256955,189958983962,199881921831,197584861031
20250313001200,00128412,425166281599,419901236797,406556944095
20250313000532,00144395,1779146551075,1694019807604,1627852719302
20250313001387,00155531,1319133193077,1194251204655,1142781392226
20250407001731,00164973,48523790593883,44087986397210,46252595500839
20250313000580,00540605,426903853313,421666523743,431705014700
20250313001422,00583442,667672287993,668631273273,668177302153
20250311001121,01882845,2269555200465,,
20250320001637,01159233,982730815617,938644554384,1034302040090
20250327000923,00193328,623807791230,603244086410,577155431240
20250526000370,00688996,757845532000000,715725416000000,688653482000000
20250313000748,00151128,499377343872,480202443379,464094161172
20250318001312,00155355,2331157705861,2156789583390,2049217755236
20250317000892,00164672,906227621119,838319618658,649126013507
20250304000650,00347734,82068876099,49908220791,44569287296
20250305000675,00150439,95965751892,90029703398,82719954686
,00112998,,,
20250321001405,00661847,152372838073,190295962377,179622909869
20250321001686,00904672,8177066253496,7915865389294,8935573715860
20250321001817,01105153,421690971946,456422079722,62618404596
20250321001008,00156150,79518283268,27560402485,6882778623
20250321000457,00526599,894428873103,773770340890,674583964552
20250317000951,01319808,2988334569492,2867925364376,2460836871897
20250318001263,00125080,5336874928103,5314995084396,4985365771362
20250328001653,00486705,961386247104,995406431200,760228485888
20250318001326,00122472,464295668847,426908196303,404267600510
20250319000323,00172228,227143694947,247666086117,185745934911
20250320000612,00173698,126326163231,126134087292,152880655297
20250328001677,00103510,685548746564,649103362179,606910470329
20250318001457,00114792,2509278276042,2421648337449,6451247796882
20250317000801,00406046,494962962578,454013908212,416290993852
20250311001129,00126186,13238330251696,12321024561023,11952424889489
20250311001275,00126362,40597344536357,34038860192967,30257525171127
20250320001346,00107987,773830396996,833548600274,902896419890
20250320001188,00109806,394071619838,354907802821,411440527283
20250108000357,01688896,882689580845,733710018545,737816409000
20250306000367,00145862,454680074452,443887540909,423143581786
20250312000485,00683469,1249038272000,928888144000,839513249000
20250320001326,00159740,1710295193370,1802517204572,1745832247930
20250331003228,00112332,32493623714996,33092023489392,35041511155617
20250318001235,00149354,1495801604857,1456003650511,1376372969554
20250318001402,00152862,7040484502325,5231418956586,4659039217791
20250319000934,00153861,4323923757006,4640488559862,4625724843660
20250319000814,00129509,400183680273,427530518024,407946966305
20250318001175,00125530,1240796531981,1293732304548,1295399585606
20250312000625,00121534,401701920783,445231562517,447440404391
20250312000920,00126292,29494082851904,28806533713375,29623192873201
20250312000986,00133858,2094117786877,1840970162003,1676981981164
20250312000522,00137252,455306449952,448802368727,481673723451
20250312000991,00140177,7581643378910,10042015942614,9832423124845
20250325000522,00150633,1192228577713,1041398859450,1114820890870
20250312001113,00158307,1888589460056,2370680945827,2464219074235
20250311001196,00140168,553072913927,547772703203,542150546103
20250318000837,01093007,488677147541,408424609724,506732778044
20250318001198,00350312,438161253186,383332487352,382579391863
20250408001924,00155258,556803723173,552186389117,554542143288
20250314000603,00155276,7932459834018,6334593297871,4637476140189
20250324000626,00204208,155281108141,160373498904,174626136915
20250314001645,00377610,6105540014922,5789382238682,5919958905229
20250314001664,01032413,794194183895,688727319732,659613821545
20250312001093,01316254,3820765107830,3167433916060,3055566647879
20250314001675,01436628,401388501650,394405280398,363370309434
20250328000090,00107598,724193724088,779727608033,890458284919
20250321001375,00116268,151912649154,114973284037,107702060968
20250411003513,00141404,179264755471,199916289283,203670379646
20250328002249,00415646,908140585192,795335352391,825357092772
20250313001084,00113234,1233543025000,1185391612000,1219466296000
20250313001408,00113243,1560462376675,1401353854060,1318431898542
20250321000555,00121941,3509835110048,3334370027478,3190196448368
20250318001186,00126955,1594782196967,1170302770895,924929490964
20250320000850,00130879,66307712853,70814890787,70853362024
20250313001232,00142661,430591478194,425327563943,401969273009
20250318000741,00156691,502537029335,476851540431,421095042761
20250320000876,00158149,191296096831,188371616567,172340453951
20250321000753,00127158,91803642408,90579937958,94190035332
20250319001127,00144720,124993372131,124121630726,126606991323
20250318001325,00149646,472219838000000,448427279000000,431186338000000
20241118000337,01714997,167620136884,168359472640,178103822513
20250313001328,00127802,463599405877,473605961393,444027583867
,00139889,,,
20250312000526,00149345,399122282497,394002199996,433755476780
20250319000894,00428321,699833207144,684971450555,691254955147
20250317000864,00108913,605264594892,604526705400,666723788672
20250321001899,00116824,2030483787016,1957106350366,1731452067203
20250321001967,00956930,1391734505157,1283760898034,1157724933604
20250321001604,00635134,30149997467000,29606279551000,30013241845000
20250318001380,00855093,,,1333616177351
20250319000739,00896285,3319926499915,3205001054507,2949649128405
20250314000817,01167056,369927923047,366709739033,350286507374
20250320000868,01205329,350878102877,338608141951,330163311049
20250318001260,01238169,4308449797008,3521385127842,3371683914220
20250617000244,01258507,4341728167516,4199096312587,4105259178628
20250318000908,00101488,1358870104798,1060557971487,1018019428372
20250318000968,00107066,417033569966,377327938424,345922884373
20250318001233,00112651,838561578459,759532652404,840153818480
,00118026,,,
20250318000739,00119195,619634925512,558520067703,461136459052
20250318001002,00123541,138831713491,143300746774,147392500947
20250318000826,00125521,3698864220516,3235734467246,2931636940305
20250318001277,00131832,15077692130416,12250710294978,11780098492498
20250318000868,00132637,1552612232456,1535857779602,1451669982270
20250311001178,00145190,771352960922,802953282668,689335169513
20250311001303,00103626,127298015569,124852549093,134944512348
20250320000537,00104722,165547573574,163259483207,136592862806
20250318000930,00146232,370420153245,409313432509,413301997330
20250318000381,00148896,8093654722000,5956551773000,6745534254000
20250318001178,00156488,1431265670359,1325993300470,1206373632049
20250318001001,00159500,418085900700,381181315535,332695359728
20250318000944,00160047,5136426181879,4640995961705,4301818675789
20250318000926,00160302,1204329599517,1091033170883,807858896061
20250318001281,00161426,1349078932369,1226170046397,1109690934182
20250318001122,00163761,287559143129,288895489417,283062451163
20250318001151,00164636,12398308042444,11521215410540,11592341237983
20250318000828,00164645,33848562000000,25713363000000,26066659000000
20240613000239,00106614,263468768678,265146139041,265059186517
20250327001019,00557933,134793951029,124296633811,129200779871
20250319000644,00122551,457884953600,351920466967,338873471894
20250311001053,00140946,267994725160,245120386642,274496248985
20250328001676,00141477,513396101480,544102827133,535684495341
20250318000353,00534598,198508016060,182210002869,208029841056
20250314001432,01060744,2016850557370,2074407699041,2210015517155
20250318000877,00123718,373180311828,429017049398,400929188514
20250319000845,00126414,128451959179,93479032024,117914808538
,00129679,,,
20250321000584,00135050,363450447280,342007721613,322591204143
20250320000996,00137359,342092805074,350083639799,361536058296
20250320001017,00141149,234257972953,226600824188,203082817375
20250319000817,00144818,207687399005,198213526767,195205072788
20250318001009,00146083,854701442970,876999054796,862553166894
20250318001192,00149947,604598517283,645038796101,627972755001
20250728000359,00158963,473928536456,468860417714,417890866564
20250312000222,00161046,788555006781,790339658177,871106170067
20250731000398,00111111,140278881981,151056760486,400877091044
20250318000857,00167192,5422551860511,5060957367879,4726896214044
20250318001449,00173874,4574474470953,4232661554569,3944336739608
20250318001360,00178754,400252311496,390934866738,372281354657
20250318001056,00233653,1832131544809,1886596466085,1718070655624
20250318000887,00241005,412141499962,362980211049,387043503761
20250318000816,00357935,630989412448,605440390923,603330216887
20250325000220,00365387,1717770434389,1622157341878,1483368740285
20250318001456,00759513,2354297000000,2384792000000,2483729000000
20250319000318,00795135,7248051156066,6002718764682,6003463015992
20250318001095,00854997,3888464488208,3788831050300,3261922382065
20250311001184,00157399,880015173790,954035007249,1071921900693
20250318000750,00162586,212880605189,239746992700,213451232698
20250219001662,00164706,156396199876,154629099583,181159427810
20250313001126,00166573,424705767203,401226633282,369374561471
20250318001206,00828497,2020840493653,1898668375968,1924585730838
20250321001919,00585219,274123838165,343623737505,282702159615
20250318001355,00937324,15849744509888,12763305688360,12581364159005
20250318000745,01108099,376109428033,344014186935,296127566149
20250318000895,01310269,7461863865856,7016268809820,7336326609377
20250318001337,01712485,960684387370,804299524207,
20250324000486,00111847,1302349327000,1026303659000,1010418826000
20250326001145,00121969,111856083779,99303952812,106506525380
20250325000403,00992871,1458764796383,1402428435512,1124882797791
20250318001280,01168383,589042895205,611260857045,655810213933
20250317000569,00148832,7444771000000,7162714000000,7320304000000
20250319001050,00115977,3553988560322,4237373316087,3737786456047
20250319000643,00117300,573950624572,559737446490,507482316790
20250319000526,00140131,330388215837,345048625403,377747851000
20250319000641,00219574,953903205812,878273229175,936136657462
20250319000632,00450010,296260020201,298099917787,297367187504
20250319000838,00589127,450489555516,447745860874,401136512524
20250416000526,01009789,1933713489313,1557077274819,1396450504662
20250318001214,01412725,1179654638065,1070842523161,1026929716010
20250317000838,01722437,1887829805034,1855072139756,
20250314001606,00936787,1356432222259,1308360653097,1234083722711
20250319000924,01412822,2079395108546,1706722451080,1461040406251
20250320000849,00113492,621077310491,641522252002,661046979250
20250320001058,00122481,385609175182,378041031409,361240178636
20250327001173,00146454,431211150640,392606560430,402916432343
20250321001961,00162072,126495177571,115056313318,115721729758
20250317000929,00413046,21055222437706,19956813831274,5891652311251
20250321001830,00134176,56576212583,54508701606,49888720541
20250320000941,00126937,5290507469287,5154457321588,4547780622106
20250320001156,00131197,981647961482,246997268553,266232857341
20250401003228,00141307,5701707714763,5568116970055,5871933652466
20250320000921,00157991,384404536002,353982211636,347065524190
20250320000396,00163673,1849667000000,1865721000000,1995988000000
20250415000021,00171265,3933768381301,3618279367040,3511523805592
20250320001481,00174527,833478390833,991687669827,746127741905
20250320001749,00203315,2758664473521,2488343237200,2650811719301
20250313001287,00126779,436163754728,404298806447,288153289588
20250326000254,00138516,148788013,164226601,213647673
20250313001177,00191472,880646686131,822466228845,776778116811
20250306000628,00104856,62273916116630,56507909508834,53848261017182
20250318001384,00105961,11378212000000,11204306000000,9793618000000
20250331004004,00126256,312218844000000,314655050000000,296234163000000
20250319000397,00126478,17194637128138,15593389152394,14491697984864
20250312001128,00136378,15071774121951,14751983355128,14348412322688
20250320001241,00137997,11991996000000,11585257000000,10233054000000
20250312000984,00158501,2322698505650,2179505358177,2075658595502
20250312000803,00166519,428809811685,463885406068,474032615936
20250312000641,00508274,607347064513,594029354613,599305651807
,00296290,,,
20250312000416,01436558,968440003900,648090988551,621509408960
20250515002790,00103006,2608977847007,2451280644242,2532768398255
20250320001444,00103176,12894689000000,12031553000000,12403741000000
20250321001236,00113614,306459203587,309337533919,297649820407
20250312001059,00525934,1499801948860,1205064944737,1289618542133
20250320001727,00146861,717683038008,692647470965,505788674039
20250320000653,00210856,82510682423,70446617889,76246124909
20250320000597,00361488,124006292902,126812370904,132073841013
20250320001127,00372882,435066123285,434900095454,416146080400
20250320001745,00628189,679055394604,739376283681,790792230162
20250425000879,00838500,502559201,505537142,526527912
20250328002312,00852087,98603256829,95079294654,85063020141
20250320001576,01210677,188423078176,136588232562,155553111109
20250320001392,01497869,1801419186444,2316936129612,2282963063406
20250325000803,00103592,1170275148654,1078065491869,932023758862
20250313001006,00117188,4340864429768,5088858301845,5267284720508
20250313000247,00117601,16800267411000,16461846690000,13419879837000
20250404003738,00118044,108869307630,114611865652,121789602384
20250321001723,00131939,86471435747,92323070165,113976352843
20250320001261,00146296,97397658185,98302187963,116167864087
20250320000304,00159573,429705980847,434108102058,424608629316
20250320000724,00162063,2317873586367,2468946950023,2349398105478
20250314001195,00129642,591078392906,564873378508,544569685947
20250320000149,00137368,75317579119,104190908681,112417896625
20250314001659,00120526,39003044584713,30644698696537,31703575873070
20250321001499,00125743,753622046641,792550276136,857843841402
20250703000161,00130684,1765962363102,1777219780282,1871342447045
20250314001261,00155212,892453016139,889807220460,851593785984
20250318001131,00164830,36719137422000,32242568184000,29883476300000
20250321000868,00305668,275007869227,257571091517,256209761789
20250318001119,00458234,219937922050,222741818404,205577783538
20250320001015,00520887,388227963004,362621260298,309226087513
20250320001670,00633835,2204429000000,2890585000000,2567697000000
20250318000733,01263022,3402590175982,3219078523118,2946235271626
20250318001407,00219097,2300978258450,2171266453121,1938013970903
20250407003073,00125974,300331502195,513742450417,498726793527
20250703000352,00141875,415195461349,346240176563,343207955095
,01885222,,,
20250319000687,00169048,135918584874,110104673211,120246185135
20250320001114,00113544,820584705338,860872753953,836764531649
20250312000903,00124799,1216795673119,1169759640111,1166611978191
20250604000001,00126089,66061636175,74273121353,543210276853
20250403001277,00153393,4722277800717,4738292443387,4820743827583
20250312000987,01325979,1823848054024,1535913844662,1465129428987
20250328001583,00366438,492674198507,191302264426,131978362494
20250321001259,00911955,516038762059,498568311609,486153355769
20250318001328,00138190,1439641460000,1401098380000,1419412958000
20250311000974,00148276,3306550192963,2889504607291,2751445128079
20250320001282,00106881,121334436238,115588583093,119745167372
20250317001024,00162461,30036831374114,24790423705500,24079987144374
20250318000466,01649204,136108165193,78003609126,39355570451
20250711000353,00428729,150164209033,145877679821,153542696876
20250320001383,00109189,1817762218175,1835312625998,1903351069081
20250320001650,00159810,239157482703,216804583543,302205591680
20250320001632,00360142,1279967962677,1373717052601,1224954676333
20250317000605,00115694,10670641837509,10211959858311,9757370294448
20250318000528,00138242,3104452196541,2636056902325,2001907294250
20250312000906,00105873,32859566000000,35759298000000,35686019000000
20250313000158,00106623,7075991000000,6825905000000,7546451000000
20250331000321,00117267,34547211856250,32869437390169,34866586937074
20250318001067,00309503,8025538409393,7139576928721,7772406693424
20250321001765,00135111,237238550555,263117529522,261731135173
20250318000862,00631518,110530097549000,80835513251000,67218924277000
20250407004316,01035289,81910409782,99300326294,123102080292
20250321001881,00119140,885079753443,976559117445,862588714003
20250226005968,00151298,224685346928,262988106907,259398156922
20250318001445,01261893,549141198730,499951266115,483313331794
20240620000211,00141626,96987787340,81050220067,104952008521
20250314001404,00173102,97168284920,97045385480,97794376174
20250317000867,01386916,4150138152000,4083815083000,3497335365000
20250321001276,00109514,187678000054,215388359744,210718177191
20250312000859,00124726,1003074746009,890717259861,769266587599
20240612000337,00136721,10609935089040,10198800404537,11085013453233
20250321001837,00195229,5536390124625,4980149550868,4821801377788
20250515001393,00679314,1072894256482,970612855578,899511754452
20250414002678,00146214,396879751742,419189929496,498743322746
20250314001304,01760738,2283045417000,1990471193000,
20250318000934,00728638,1424527346288,1237247610671,1239211177169
20250321001966,00162416,1731337480778,1747822854675,1502891064305
20240618000424,00157104,272101858567,259178930468,218759361890
20250320000574,00968607,352697366866,208381292179,174725582891
20250321001231,00671376,1562449951177,1283873353732,1042495890560
20250320001046,01428203,2494298894368,2223679597409,2209564785783
20250314001189,00101044,590984471828,589396664797,684140416698
20250321001357,00127042,454131400837,454751843435,457536775769
20250319001103,00186559,618272425850,525378184898,558409431550
20250317000314,00166227,1833034372586,1653277049573,1779489488972
20250317000812,01867758,1591146181854,,
20250321001712,00103662,142679052793,187156634512,171758015274
20250321001077,00117726,413955272202,372634565534,374266034502
20250317000463,00154462,8540521424208,7631430777862,7651003801454
20250320001689,00146542,33094013588,31049304763,33565988545
20250325001066,00120030,17803293924556,17707298538013,16946616696898
20250320001708,00108746,213873418416,220114642087,192687257308
20250320001204,01262032,950573044038,944050170382,871931521611
20250319000718,00136776,38915573941,48355454222,48387026626
20250317000666,00114154,558566600775,573648655244,520217537029
20250331003521,00102858,14792322181548,12046071311650,12097918358974
