corp_name,corp_code,stock_code,ceo_name,industry_code,established_date,ir_url,corp_reg_number,business_no
진양산업(주),00150439,003780,최원석,2225,19630718,www.cyc1963.com,1801110043610,1028134256
서울보증보험(주),00112998,031210,이명순,65122,19690219,,1101110099774,1208113002
(주)화인베스틸,00661847,133820,장재훈,24121,20070918,,1951110010951,6088168647
넷마블(주),00904672,251270,김병규,5821,20111117,,1101114731299,1058764746
두산로보틱스 주식회사,01105153,454910,"박인원, 김민표, 조길성",2928,20150731,,1101115798272,2578800128
(주)엑시큐어하이트론,00156150,019490,유앤디,265,19861110,,1243110017841,3128106094
(주)덴티움,00526599,145720,"서승우, 윤병호",27191,20000607,,1351110052892,1238157732
한일시멘트(주),01319808,300720,"전근식, 오해근",23311,20180702,,1101116799203,4638701012
AK홀딩스(주),00125080,006840,"고준, 채형석 (각자 대표이사)",64992,19701013,,1101110029721,1138110894
아주스틸(주),00486705,139990,이현식,2419,19991029,,1760110020145,5138116496
피케이씨(주),00122472,001340,윤해구,20131,19541125,,1101110003709,1138101094
(주)엔케이,00172228,085310,김광흡,2512,19840801,,1801110054641,6038106888
신일전자(주),00173698,002700,정윤석,46521,19590714,,1348110001256,1348125389
인지컨트롤스(주),00103510,023800,"정구용, 정혜승 각자 대표이사",30310,19780131,,1301110006296,1338122303
동국홀딩스(주),00114792,001230,장세욱,649,19540707,,1101110031338,2028105158
에이치디현대마린엔진(주),00406046,071970,강영,29119,20010615,,1942110048381,6098148213
삼성에스디에스(주),00126186,018260,이준희,62021,19850501,,1101110398556,1108128774
삼성SDI(주),00126362,006400,최주선,28202,19700120,,1101110394174,1248131282
남해화학(주),00107987,025860,김창수,20312,19740508,,1101110164717,2018145104
(주)삼일씨엔에스,00109806,004440,윤성용,23325,19651231,,1101110061228,1028137869
삼성에프엔위탁관리부동산투자회사 주식회사,01688896,448730,이명규,6811,20220726,,1101118376893,5478702513
인천도시가스(주),00145862,034590,정진혁,35200,19830307,,1201110014027,1378102459
일진전기(주),00683469,103590,"황수, 유상석(각자 대표이사)",2830,20080702,,1348110159279,1248667922
KISCO홀딩스(주),00159740,001940,"장세홍, 이병제 (각자대표)",241,19570219,www.kiscoholdings.co.kr,1901110001872,6088100778
미래에셋생명보험(주),00112332,085620,"김재식, 황문규",65110,19880307,,1601110014483,3058108605
(주)종근당홀딩스,00149354,001630,최희남,212,19560110,www.ckd-holdings.com,1101110028955,1138106667
(주)코오롱,00152862,002020,"안병덕, 이규호",64992,19570412,,1101110030528,2028144660
(주)태영건설,00153861,009410,"최금락, 최진국 (각자대표)",41221,19731120,,1101110155451,1058174543
(주)한익스프레스,00129509,014130,유인철,49301,19790515,,1243110015051,1308116025
(주)SPC삼립,00125530,005610,"황종현, 김범수(각자 대표이사)",108,19680628,,1101110090516,1338122244
(주)MH에탄올,00121534,023150,"최동호, 김일환",11121,19780704,,1901110003563,6088103800
삼성카드(주),00126292,029780,김이태,64913,19830324,,1101110346901,2028145602
세방전지(주),00133858,004490,대표이사 박정희,28202,19520910,,1101110202765,2208100490
사조동아원(주),00137252,008040,이창주,105,19720726,,1244110000662,1368101103
(주)지에스리테일,00140177,007070,허서홍,47122,19710213,,1101110090037,1168118745
(주)지누스,00150633,013890,정백재,320,19790308,www.zinus.co.kr,1347110002553,1248128792
롯데하이마트(주),00158307,071840,남창희,47320,19870701,,1101110532633,1048116860
(주)에이치에스애드,00140168,035000,박애리,71310,19840530,,1101110375398,1058129368
엘에스에코에너지 주식회사,01093007,229640,이상호,64992,20150515,,1341110411706,8268600105
에이치디씨랩스(주),00350312,039570,김성은,423,19990917,www.hdc-labs.com,1101111775365,1208193646
포스코스틸리온(주),00155258,058430,대표이사 사장 천시열,2419,19880215,,1746110006492,5068105517
(주)포스코퓨처엠,00155276,003670,엄기천,282,19710513,,1746110001947,5068101452
(주)마니커,00204208,027740,"안정원,엄영철(각자 대표이사)",1012,19850927,,1345110004149,1358103151
(주)세아홀딩스,00377610,058650,"이태성, 김수호",241,20010701,,1101112276809,1048163174
해성디에스(주),01032413,195870,최영식,262,20140306,,1942110223694,6098618048
에이치에스효성첨단소재(주),01316254,298050,"임진달, 성낙양(각자 대표이사)",205,20180604,,1101116770170,1988700929
주식회사 이지스레지던스위탁관리부동산투자회사,01436628,350520,이승환,681,20200203,http://igisresidencereit.com/,1101117375375,3118601790
남양유업(주),00107598,003920,김승언(대표집행임원),104,19640313,,1101110092976,2028104367
동성제약(주),00116268,002210,나원균,212,19571125,,1101110008200,2118125288
영풍제지(주),00141404,006740,이옥순,172,19700718,,1347110000408,1258100424
(주)드림텍,00415646,192650,"김형민, 박찬홍(각자대표)",2629,19980922,,1615110027883,3128131249
대한제당(주),00113234,001790,강승우,105,19560706,,1201110018368,1218107309
대한제분(주),00113243,001130,"이건영, 송인석",105,19521225,,1101110003733,1048104345
대상(주),00121941,001680,임정배,108,19560131,,1101110327125,1098114886
삼양식품(주),00126955,003230,"김정수, 김동찬",108,19610915,,1101110034308,1028105450
서울식품공업(주),00130879,004410,서성훈,108,19551017,,1101110059702,1348107983
(주)우성,00142661,006980,한재규,105,19701230,,1601110001167,3058120439
한국공항(주),00156691,005430,이수근,52939,19680220,,1101110003692,1098133068
한국쉘석유(주),00158149,002960,이승봉,19221,19600705,,1801110002591,6178100016
(주)씨아이테크,00127158,004920,김대영,26529,19670117,,1101110074479,2108101231
(주)와이투솔루션,00144720,011690,강석환,2611,19761104,,1101110204498,2208121836
중소기업은행,00149646,024110,김성태,64121,19610725,,1101350000903,2028100978
(주)신한글로벌액티브위탁관리부동산투자회사,01714997,481850,조준우,64201,20220317,,1101118234075,3828702288
삼익THK(주),00127802,004380,진영환,29141,19651005,,1701110000935,5038110869
SKC(주),00139889,011790,박원철,204,19730716,http://www.skc.kr/,1301110001585,1358101250
(주)조흥,00149345,002600,함영제,108,19590211,,1101110019334,1138106497
해태제과식품주식회사,00428321,101530,"신정훈, 이상진(각자대표)",108,20010711,,1615110044225,3128149680
(주)대교,00108913,019680,강호준,851,19861220,http://company.daekyo.com,1101110514029,1128141114
동아쏘시오홀딩스(주),00116824,000640,김민영,64992,19490809,,1101110017990,2048100130
동아에스티(주),00956930,170900,정재훈,212,20130304,,1101115079713,2048640122
CJ제일제당(주),00635134,097950,"손경식,강신호(각자 대표이사)",108,20070904,,1101113748253,1048609535
(주)선진,00855093,136490,이범권,109,20110104,,1344110046664,1268636352
(주)삼양사,00896285,145990,"최낙현, 강호성",108,20111103,,1101114720945,1018666838
샘표식품(주),01167056,248170,박진선,108,20160704,,1101116110045,4468700473
(주)크라운제과,01205329,264900,윤석빈,106,20170302,,1101116332590,4118700569
(주)오리온,01238169,271560,이승준,108,20170601,www.orionworld.com,1101116417805,7098100727
롯데웰푸드(주),01258507,280360,"신동빈, 이영구, 이창엽",108,20171001,www.lottewellfood.com/invest/ir,1101116536481,1868100924
(주)경동나비엔,00101488,009450,"손연호, 손흥락, 장희철",28520,19781113,,1347110001159,1258101234
남광토건(주),00107066,001260,"김종수, 이동철(각자대표)",41221,19540805,,1101110017411,1208101995
(주)대창,00112651,012800,"조시영, 김옥열",24221,19771219,,1301110007137,1338123689
동원산업(주),00118026,006040,"김세훈, 박상진, 장인성",64992,19690416,https://dongwon.irupsite.co.kr/,1101110003098,2298111150
동화약품(주),00119195,000020,"유준하, 윤인호(각자 대표이사)",212,18970925,,1101110043870,1108100102
보해양조(주),00123541,000890,조영석,11122,19521111,,2011110000036,4118100209
에스엘(주),00125521,005850,"이성엽,정문호",303,19681107,,1701110000034,5048100078
에스케이디스커버리(주),00131832,006120,"최창원, 손현호",64992,19690701,,1301110005727,1358101191
동원시스템즈(주),00132637,014820,"조점근,서범원,정용욱",222,19800510,,1341110011712,1238115163
유화증권(주),00145190,003460,서태영,66121,19620602,,1101110042484,1168100100
한솔피엔에스(주),00103626,010420,"홍성민, 김형준(각자대표)",467,19750204,,1101110175970,1208159861
국제약품(주),00104722,002720,"남영우, 남태훈",212,19590727,,1101110032154,2078100309
일성건설(주),00146232,013360,백종탁,41221,19780623,,1101110234776,1058129640
오씨아이홀딩스 주식회사,00148896,010060,"이우현, 김택중, 이수미(3인, 각자 대표이사)",64992,19740701,,1746110000981,5068100069
(주)휴스틸,00156488,005010,"박훈, 윤형원(각자 대표이사)",2413,19670418,,1101110077283,1078111563
(주)한국종합기술,00159500,023350,김한영,72121,19630309,,1101110038326,1298120591
한국앤컴퍼니(주),00160047,000240,"조현범, 박종호(각자 대표이사)",64992,19410510,,1101110034233,2208102784
코스모화학(주),00160302,005420,김두영,2049,19680212,,1101110152738,1058133052
한미사이언스(주),00161426,008930,김재교,64992,19730615,,1348110003187,1248132296
(주)한창제지,00163761,009460,"KIM JOONYOUNG, 이상무 각자대표",171,19731206,,1845110000105,6218109073
에이치디씨(주),00164636,012630,"정몽규, 김회언 (각자 대표이사)",649,19771014,,1101110279433,1148158853
에이치엠엠(주) ,00164645,011200,최원혁,50112,19760325,,1101110193740,2028146197
기신정기(주),00106614,092440,윤현도,29293,19881101,,1201110046476,1398116717
(주)진도,00557933,088790,임병남,467,20060303,,1101113411024,1198187523
(주)백산,00122551,035150,"김한준, 전제형(각자 대표이사)",22214,19861006,,1147110003729,1338123001
한솔로지스틱스(주),00140946,009180,고정한,5299,19730814,,1101110150659,1028141359
(주)영흥,00141477,012160,강근욱,24123,19770420,,1942110000191,6098102065
주식회사 한컴라이프케어,00534598,372910,김선영,27199,19711221,hancomlifecare.irpage.co.kr/#/main,1345110021549,1358121955
한솔제지(주),01060744,213500,한경록,171,20150102,,1101115604700,1048658322
부광약품(주),00123718,003000,이제영,212,19601017,,1101110030405,1188100450
삼성제약(주),00126414,001360,정성택 대표이사,212,19290815,,1101110032568,2078100726
(주)녹십자,00129679,006280,허은철,212,19691101,,1101110109854,3038117108
(주)팜젠사이언스,00135050,004720,김혜연 박희덕(각자),212,19660822,,1243110000812,1248136540
신풍제약(주),00137359,019170,유 제 만,212,19860723,,1301110011815,1348103819
영진약품(주),00141149,003520,이기수,212,19620716,,1101110043127,2188100352
(주)유유제약,00144818,000220,"유원상, 박노용(각자대표)",212,19410228,,1341110002307,1238101790
일동홀딩스(주),00146083,000230,박대창,212,19410314,,1101110012776,2298114690
JW중외제약(주),00149947,001060,대표이사 신영섭,212,19450808,,1101110019342,1188102477
한국유나이티드제약(주),00158963,033270,강덕영,212,19871203,,1342110002769,3078105244
(주)한독,00161046,002390,"김영진, 백진기",212,19540701,,1101110037005,2208100530
(주)대양금속,00111111,009190,정지수,24122,19730822,,1201110002212,1348132459
(주)넥센,00167192,005720,"강병중, 강호찬, 문성희",221,19680910,,1846110000583,6188115827
넥센타이어(주),00173874,002350,대표이사 회  장 강병중 대표이사 부회장 강호찬 대표이사 사  장 김현석,221,19580411,,1101110014219,6218110769
(주)동아지질,00178754,028100,"최정욱, 정경수",421,19731130,,1801110019843,6218112675
(주)한국토지신탁,00233653,034830,"최윤성, 김성진",642,19960404,,1101111258220,1208163986
코오롱이앤피(주),00241005,138490,김영범,20202,19960315,,1713110003504,5108105710
에이치디씨현대이피(주),00357935,089470,정 원 섭,204,20000115,,1650110006768,3118113651
AJ네트웍스 주식회사,00365387,095570,곽정호,76320,20000210,,1101111874654,2148648586
(주)엘엑스하우시스,00759513,108670,"노진서, 한주우",2222,20090402,,1101114071207,1078718122
코오롱인더스트리(주),00795135,120110,"허성, 유석진",205,20100105,http://www.kolonindustries.com/,1353110013606,1388156604
에스디바이오센서(주),00854997,137310,이효근,27112,20101227,,1358110191121,1358613315
한솔테크닉스(주),00157399,004710,유경준,26299,19660820,,1101110004682,1208153945
한올바이오파마(주),00162586,009420,"정승원,박수진(공동대표이사)",212,19731120,,1641110000397,3068105479
현대약품(주),00164706,004310,이상준,212,19650716,,1243110000250,1308100988
환인제약(주),00166573,016580,"이광식, 이원범(각자 대표이사)",212,19821216,,1101110339542,2158136171
한미약품(주),00828497,128940,박재현,212,20100705,,1348110197550,1248700613
세원이앤씨(주),00585219,091090,김종성,251,20060703,,1101113489609,1078680236
한국타이어앤테크놀로지(주),00937324,161390,"안종선, 이상훈(공동대표이사)",221,20120901,,1101114952093,2208843431
현대코퍼레이션홀딩스(주),01108099,227840,"정몽혁, 김원갑, 권철호",463,20151002,,1101115851559,8138800272
에이치디씨현대산업개발(주),01310269,294870,"정경구, 조태제(각자 대표이사)",411,20180502,,1101116740008,3348600815
코오롱모빌리티그룹(주),01712485,450140,"강이구, 최현석",45110,20230102,,1341110627048,8338702544
대원강업(주),00111847,000430,"박민희, 김항수",303,19460920,,1101110015556,1048115560
에쓰씨엔지니어링(주),00121969,023960,김기웅,412,19710114,,1101110271497,1168107777
(주)종근당,00992871,185750,김영주,212,20131105,,1101115260669,1108608069
일동제약(주),01168383,249420,윤웅섭,212,20160801,,1101116139277,8038800431
(주)제주은행,00148832,006220,이희수,64121,19690919,,2201110000819,6168100615
아이에스동서(주),00115977,010780,"남병옥, 허필식, 배기문",2332,19750901,,1101110208383,2118631577
(주)TCC스틸,00117300,002710,"손봉락, 손기영, 김영학 (각자대표)",24191,19590716,,1101110032112,1078113810
(주)키다리스튜디오,00140131,020120,"허흥범, 박건원 (각자대표)",631,19870729,,1101110539382,1068149784
코스맥스비티아이(주),00219574,044820,"허민호, 이병주",64992,19921112,,1348110018641,1248122463
(주)씨티알모빌리티,00450010,308170,양현철,303,19940221,,1942110014431,6228103825
(주)케이이씨,00589127,092220,배석홍,2612,20060912,,1101113525750,1198191880
코스맥스(주),01009789,192820,"최경, 이병만",20423,20140303,,1348110294273,1438119635
두산퓨얼셀 주식회사,01412725,336260,"이두순, 윤재동 (각자 대표이사)",28111,20191001,,2149110058935,7738801177
한화갤러리아(주),01722437,452260,김영훈,47111,20230302,,1101118570891,7168802682
애경케미칼(주),00936787,161000,표경원,201,20120903,http://www.aekyungchemical.co.kr/kor/company/ir__data-report.html,1101114951243,1138663305
솔루스첨단소재 주식회사,01412822,336370,곽근만,26299,20191001,,2149110058927,6688101406
깨끗한나라(주),00113492,004540,"최현수, 이동열",171,19660307,,1101110063779,2018112618
(주)태경비케이,00122481,014580,"김민정, 정구일, 박충기 (각자 대표이사)",23312,19800122,,1101110301111,1098127101
일양약품(주),00146454,007570,"김동연, 정유석",212,19460701,,1101110124802,2098100872
한신기계공업(주),00162072,011700,최영민,29132,19761123,,1301110010346,1348103309
(주)셀트리온,00413046,068270,"기우성, 김형기, 서진석",211,19910227,,1350110034038,1338123603
(주)세우글로벌,00134176,013000,안백순,467,19780301,,1101110227177,1078107055
(주)삼양홀딩스,00126937,000070,"엄태웅, 김경진",64992,19241001,,1101110026181,2088101320
(주)서원,00131197,021050,"조시영, 조경호, 박주황",243,19880907,,1350110029881,1348101655
(주)영풍,00141307,000670,김기호,24213,19491125,,1101110003824,2118111275
한국석유공업(주),00157991,004090,"강승모,송상호(각자 대표이사)",23999,19641211,,1101110048490,1068103639
(주)한진중공업홀딩스,00163673,003480,조원국,352,19370710,,1101110110083,6018108008
(주)파라다이스,00171265,034230,최종환,91249,19720427,http://www.paradisegroup.co.kr/kor/invest/corporate.asp,1101110129274,2038143553
에이치에스화성(주),00174527,002460,"이종원,임기영",41112,19580901,,1701110001131,5018100050
(주)콘텐트리중앙,00203315,036420,"이중원, 홍정인(각자대표)",591,19870928,,1101110545751,2168110039
삼아알미늄(주),00126779,006110,"한남희, 김진범",24222,19690625,,1341110002365,1238101882
아남전자(주),00138516,008700,"공동대표이사 : 유성준, 박준구",265,19730420,,1201110018300,1228102613
KPX케미칼(주),00191472,025000,"양준영, 박승구, 이찬수(각자대표이사)",20119,19740701,,1101110166903,1108133923
삼성증권(주),00104856,016360,박종문,66121,19821019,,1101110335649,2028148588
엘지이노텍(주),00105961,011070,문혁수,262,19760224,,1101110192180,1058174316
삼성생명보험(주),00126256,032830,홍원학,65110,19570404,,1101110005953,1048126688
삼성중공업(주),00126478,010140,최성안,3111,19740805,,1101110168595,1208152780
(주)신세계,00136378,004170,박주형,47111,19551209,www.shinsegae.com/company/ir-ko/corporate-governance.do#direct_move,1101110028848,2018132195
현대차증권(주),00137997,001500,배형근,66121,19550726,https://hmsec.com,1101110019962,1168134691
(주)에스원,00158501,012750,"남궁범, 하나오카 타쿠로",75320,19771128,,1101110221939,2088113302
화천기공(주),00166519,000850,"권형석, 권형도(공동대표이사)",29223,19771011,,2001110001704,4108100996
일진다이아몬드(주),00508274,081000,이무영,204,20041202,,1545110029242,3038140972
키움증권(주),00296290,039490,엄주성,66121,20000401,,1101111867948,1078176756
주식회사 신한서부티엔디위탁관리부동산투자회사,01436558,404990,승만호,68112,20200102,,1101117343356,1448801520
고려제강(주),00103006,002240,주종대,2411,19450922,,1801110001220,6178100049
흥국화재해상보험(주),00103176,000540,송윤상,65121,19480315,,1101110016728,1028107837
(주)대현,00113614,016090,신윤황,14112,19820525,,1101110319320,2118119302
(주)엘엑스세미콘,00525934,108320,이윤태,2612,19991111,http://www.siliconworks.co.kr/kor/main/,1601110089395,3148129147
자화전자(주),00146861,033240,"김상면, 김찬용(각자대표)",26292,19870201,,1501110005955,3018105474
(주)코아스,00210856,071950,"민경중, 노병구(각자 대표이사)",320,19920724,,1101110881642,1178109929
텔코웨어(주),00361488,078000,"금한태, 배성 (각자 대표이사)",631,20000111,,1101111848394,1208197865
(주)케이티씨에스,00372882,058850,지정용,63991,20010702,,1601110119712,3148142683
(주)웅진씽크빅,00628189,095720,윤승현,85120,20070509,http://www.wjthinkbig.com/index.do,2849110065613,1418109131
엘브이엠씨홀딩스(주),00838500,900140,"이창엽, 변성현 (각자 대표이사)",451,20090616,,,1048407756
(주)시디즈,00852087,134790,"김태은, 우인환 (각자대표)",32029,20101216,,1101114493344,2158748121
(주)씨케이솔루션,01210677,480370,"김유곤, 안근표 (공동 대표이사)",721,20040223,,1345110077964,1358168571
(주)티와이홀딩스,01497869,363280,오동헌,64992,20200901,,1101117608502,7558101772
광동제약(주),00103592,009290,최성원,21220,19631016,,1101110152134,1138108888
(주)효성,00117188,004800,"조현준, 황윤언",649,19661103,http://www.hyosung.co.kr/kr/ir/info/list.do,1101110030497,1058159519
유안타증권(주),00117601,003470,뤄즈펑,66121,19620604,,1101110042492,1168134293
동원수산(주),00118044,030720,"WANG KI YONG JR, 왕인상",03111,19700505,,1101110046204,2208109792
선도전기(주),00131939,007610,권  혁,28123,19720122,,1301110007989,1348102431
(주)일신석재,00146296,007110,공동대표이사 조용철  공동대표이사 이용재,466,19710226,,1101110153273,2148194289
한국주철관공업(주),00159573,000970,"김태형, 이창훈, 김영훈 (각자대표제)",24131,19530427,,1801110000587,6038104347
한신공영(주),00162063,004960,"최문규,전재식(각자 대표이사)",41112,19670224,,1101110075683,1148104605
상신브레이크(주),00129642,041650,박세종,303,19750813,,1741110000527,5148103617
(주)신풍,00137368,002870,정학헌,467,19600106,,1347110002644,1258105545
롯데쇼핑(주),00120526,023530,"신동빈, 김상현(김 사무엘 상현), 정준호, 강성현",47111,19700702,http://www.lotteshoppingir.com/,1101110000086,1048126067
현대비앤지스틸(주),00125743,004560,"대표이사 사장 정일선, 대표이사 전무 김성문(각자 대표이사)",24122,19660407,,1101110065395,1208128432
서울도시가스(주),00130684,017390,공동대표이사 진용민 공동대표이사 황주석,35200,19831128,,1101110360399,1098131605
(주)포스코디엑스,00155212,022100,심민석,72129,19891118,,1101110658637,2198100428
에이치디한국조선해양(주),00164830,009540,"정기선, 김성준 (각자 대표이사)",64992,19731228,,1812110000386,6208100012
새론오토모티브(주),00305668,075180,"박도순, 쿠마카와 테츠야",303,19990331,,1615110030026,3128135376
아시아나아이디티(주),00458234,267850,김응철,62021,19910902,,1101110801848,1048122547
(주)비상교육,00520887,100220,양태회,5811,20020121,http://visang.irpage.co.kr/,1101112427098,2118707735
(주)에이치제이중공업,00633835,097230,"김완석, 유상철",41221,20070803,,1801110602507,6028142993
(주)비지에프리테일,01263022,282330,민승배,47122,20171101,,1101116555770,8938800792
(주)비지에프,00219097,027410,홍정국,64992,19941201,,1101111105215,1208144752
삼부토건(주),00125974,001470,오일록,41221,19550514,,1101110041634,1048100771
(주)사조오양,00141875,006090,박정훈,102,19690609,,1101110104820,1048127881
주식회사 대신밸류리츠위탁관리부동산투자회사,01885222,0030R0,김광진,642,20241023,,1101119084198,4038603520
에이치엘비글로벌(주),00169048,003580,김광재,471,19620924,,1449110000072,2258100025
대한화섬(주),00113544,003830,김대정,20501,19631022,,1101110012437,2038143612
사조산업(주),00124799,007160,"주진우, 김치곤(각자대표)",102,19710319,,1101110112328,1108109699
(주)디에이치오토넥스,00126089,000300,최준용,303,19671230,,1101110085541,1198101490
태광산업(주),00153393,003240,유태호,20501,19610915,,1101110185276,2038143626
(주)세아제강,01325979,306200,"이휘령, 홍만기",2413,20180903,,1101116860640,5688601173
산일전기(주),00366438,062040,"박동석, 한익희 (공동대표)",28112,19940326,,1101111020728,1398125410
(주)잇츠한불,00911955,226320,임진성,20423,20060207,,1101113394048,2208723971
(주)지에스글로벌,00138190,001250,이영환,468,19540731,www.gsgcorp.com,1101110031479,2028133028
(주)제일기획,00148276,030000,김종현,71310,19730117,,1101110139017,2028145960
(주)인디에프,00106881,014990,김한수,14112,19800908,,1101110279996,1208117274
한화솔루션(주),00162461,009830,"박승덕, 남정운, 김동관",20111,19740427,,1101110360935,2028116577
(주)달바글로벌,01649204,483650,반성연,20423,20160309,,1101115995993,8408800333
(주)대호에이엘,00428729,069460,김영대,24222,20021001,,1701110233338,5148146009
(주)대덕,00109189,008060,김영재,64992,19720811,,1301110007608,1348106363
(주)카프로,00159810,006380,박성명,20119,19691230,,1101110111825,1018124186
(주)아이마켓코리아,00360142,122900,김학재,46800,20001208,,1101112125262,1048158502
DB증권(주),00115694,016610,곽봉석,66121,19821220,	https://www.dbsec.co.kr/company/ko/invest/irDocument.do,1101110339956,1168159557
케이지모빌리티(주),00138242,003620,"곽재선, 황기영 (각자대표이사)",301,19621206,,1101110035132,1258114248
엘지디스플레이(주),00105873,034220,정철동,2621,19850228,,1101110393134,1208155297
현대위아(주),00106623,011210,권오현,303,19760329,,1942110000125,6098101770
동양생명보험(주),00117267,082640,성대규,65110,19890701,,1101110624688,2028138251
한국항공우주산업(주),00309503,047810,차재병,31311,19991001,,1101111827570,1108142397
(주)수산세보틱스,00135111,017550,"양희준, 김병현 (각자대표) ",29241,19840302,,1348110002981,1248131958
SK이노베이션(주),00631518,096770,추형욱,192,20070703,,1101113710385,1018632319
(주)스타에스엠자기관리부동산투자회사,01035289,204210,박문성,681,20140110,,1101115313731,1048653123
핸즈코퍼레이션(주),00119140,143210,"승현창, 박세진(각자대표)",303,19720303,,1201110000323,1378103633
DSR제강(주),00151298,069730,"홍하종, 홍석빈 (각자 대표이사)",24123,19710901,,1801110004753,6178102687
(주)케이씨텍,01261893,281820,"양호근, 최동규 (각자 대표이사)",272,20171101,,1346110087565,6128153314
(주)오리엔트바이오,00141626,002630,장재진,212,19590416,www.orientbio.co.kr,1101110030116,2188101142
(주)모나리자,00173102,012690,이석주,17902,19771028,,1101110220882,1098107177
에스케이아이이테크놀로지 주식회사,01386916,361610,이상민,282,20190401,,1101117064217,5598601539
(주)티웨이홀딩스,00109514,004870,서종대,23325,19661206,,1101110073413,2078100110
(주)빙그레,00124726,005180,김광수,104,19670913,,1152110000287,1328100631
신영증권(주),00136721,001720,"황성엽, 금정호",66121,19560225,,1101110006612,1168110802
(주)미스토홀딩스,00195229,081660,윤근창,464,19910723,,1101110792667,1148144271
(주)동성케미컬,00679314,102260,"이만우, 백진우 (각자 대표이사)",20202,20080514,,1801110633031,6038168642
일성아이에스(주),00146214,003120,"윤석근, 엄대식, 윤종호(각자대표)",212,19610215,,1101110039019,1068100710
OCI(주),01760738,456040,"김유신, 김원현(2인, 각자 대표이사)",20129,20230502,,1101118626793,3288802675
한세실업(주),00728638,105630,"김익환, 김경",14199,20090106,https://www.hansae.com/ir/dividend,1201110484303,1378192214
한양증권(주),00162416,001750,김병철,66121,19560327,,1101110026834,1168115073
대동전자(주),00157104,008110,이관우,264,19721010,,1101110134819,1198104629
주식회사 더본코리아,00968607,475560,백종원,468,19940112,,1101111002122,2118600870
(주)티웨이항공,00671376,091810,이상윤,511,20030701,,1101112782046,1018194800
(주)케이씨씨글라스,01428203,344820,"정몽익, 변종오(각자대표이사)",2311,20200102,www.kccglass.co.kr/investmentInfo/disclosure.do,1101117342473,4018701412
(주)에이프로젠바이오로직스,00101044,003060,"김재섭, 김정출",212,19601203,,1101110036396,2188100518
삼양통상(주),00127042,002170,"허준홍, 정대락 (2인 각자 대표이사)",15110,19571012,,1101110033433,2208130276
(주)아이티센씨티에스,00186559,031820,권창완,6201,19830818,,1101110414126,2298112824
화승인더스트리(주),00166227,006060,대표이사 현석호,46800,19690507,06606,1801110004323,6068101863
한화비전(주),01867758,489790,김기철,64992,20240902,,1311110745562,6808603414
(주)광명전기,00103662,017040,이재광,28123,19830608,www.kmec.co.kr,1301110006270,1348104007
디와이피(주),00117726,092780,홍순겸,301,19770701,,1243110003379,1348101198
(주)아모레퍼시픽홀딩스,00154462,002790,"서경배, 이상목",20423,19590306,,1101110026644,1068100011
일정실업(주),00146542,008500,"고동수, 김철환",133,19730226,,1101110141369,1028119333
지에스건설(주),00120030,006360,"허창수, 허윤홍(각자 대표이사)",4111,19691219,https://www.gsenc.com/IR/Announce/Announce_01.aspx,1101110002694,1048118121
디케이엠이(주),00108746,015590,백승륜,29176,19810930,,1812110002275,6108102779
롯데이노베이트(주),01262032,286940,김경엽,62021,20171102,,1101116557114,6878100785
제이준코스메틱(주),00136776,025620,"손상훈, 전경재(각자 대표이사)",204,19720630,,1341110001672,1388103204
디와이덕양(주),00114154,024900,"윤성희, 배운교, 문경호",303,19770711,,1812110000922,6208101234
고려아연(주),00102858,010130,"박기덕, 정태웅",24213,19740801,,1101110168404,2118111260
